0,1
10473,The_Bonfire_of_the_Vanities_(film)
449,The_'Burbs
12021,Volunteers_(film)
14491,The_Shawshank_Redemption
449,The_'Burbs
12823,The_Money_Pit
12095,Apollo_13_(film)
7107,The_People_vs._Larry_Flynt
13336,Forrest_Gump
11226,Groundhog_Day_(film)
2524,Splash_(film)
8369,That_Thing_You_Do!
10421,Midnight_Run
1387,Nothing_in_Common
8731,A_League_of_Their_Own
1718,Waking_the_Dead_(film)
1108,You've_Got_Mail
1108,You've_Got_Mail
10571,Super_Mario_Bros._(film)
12095,Apollo_13_(film)
7202,Philadelphia_(film)
10092,Edward_Scissorhands
1387,Nothing_in_Common
10473,The_Bonfire_of_the_Vanities_(film)
10393,Tarzan_(1999_film)
449,The_'Burbs
8369,That_Thing_You_Do!
2730,2001:_A_Space_Odyssey_(film)
7073,Harvey_(film)
8369,That_Thing_You_Do!
1108,You've_Got_Mail
12823,The_Money_Pit
12823,The_Money_Pit
11756,Bachelor_Party_(1984_film)
5892,Return_with_Honor
8215,Sleepless_in_Seattle
8369,That_Thing_You_Do!
2022,The_Shop_Around_the_Corner
9171,Toy_Story_2
2451,Star_Trek:_First_Contact
2524,Splash_(film)
12021,Volunteers_(film)
5770,Grace_of_My_Heart
8369,That_Thing_You_Do!
12021,Volunteers_(film)
8731,A_League_of_Their_Own
8215,Sleepless_in_Seattle
8731,A_League_of_Their_Own
318,What_Lies_Beneath
2011,The_Remains_of_the_Day_(film)
11756,Bachelor_Party_(1984_film)
11086,Saving_Private_Ryan
11086,Saving_Private_Ryan
13336,Forrest_Gump
5933,The_Truman_Show
7242,Nixon_(film)
13491,The_Celluloid_Closet
12714,Flashdance
1120,The_Green_Mile_(film)
11756,Bachelor_Party_(1984_film)
1387,Nothing_in_Common
7202,Philadelphia_(film)
12095,Apollo_13_(film)
2998,Jacob's_Ladder_(film)
2022,The_Shop_Around_the_Corner
8215,Sleepless_in_Seattle
7202,Philadelphia_(film)
10473,The_Bonfire_of_the_Vanities_(film)
11086,Saving_Private_Ryan
1120,The_Green_Mile_(film)
1605,'Til_There_Was_You
2524,Splash_(film)
12573,An_Affair_to_Remember
9171,Toy_Story_2
14278,Spaceballs
"(1976, 'Raging_Bull')","(9173, 'Cape_Fear_(1991_film)')"
"(1976, 'Raging_Bull')","(9173, 'Cape_Fear_(1991_film)')"
"(1976, 'Raging_Bull')","(9173, 'Cape_Fear_(1991_film)')"
"(1976, 'Raging_Bull')","(9173, 'Cape_Fear_(1991_film)')"
1976,Raging_Bull
9173,Cape_Fear_(1991_film)
1032,Awakenings
3662,Flawless_(1999_film)
371,The_Deer_Hunter
12434,The_Untouchables_(film)
12434,The_Untouchables_(film)
8331,We're_No_Angels_(1989_film)
4005,The_Goodbye_Girl
6739,Misery_(film)
8503,Casino_(film)
12714,Flashdance
5603,Angel_Heart
9376,First_Blood
4753,Brazil_(1985_film)
13728,Analyze_This
10295,Raiders_of_the_Lost_Ark
10437,The_Godfather_Part_II
8080,Marvin's_Room_(film)
13728,Analyze_This
7041,Goodfellas
5407,In_the_Line_of_Fire
4753,Brazil_(1985_film)
10264,Meet_the_Parents_(1992_film)
8194,Sleepers_(film)
1032,Awakenings
12881,Great_Expectations_(1998_film)
6588,The_Adventures_of_Rocky_and_Bullwinkle
6903,Once_Upon_a_Time_in_America
6588,The_Adventures_of_Rocky_and_Bullwinkle
10421,Midnight_Run
4783,Cop_Land
6255,"The_Good,_the_Bad_and_the_Ugly"
9654,Wag_the_Dog
3662,Flawless_(1999_film)
8331,We're_No_Angels_(1989_film)
7402,Do_the_Right_Thing
1490,The_Mission_(1986_film)
8080,Marvin's_Room_(film)
7041,Goodfellas
933,Ronin_(film)
1976,Raging_Bull
12873,Heat_(1995_film)
5417,A_Bronx_Tale
371,The_Deer_Hunter
3662,Flawless_(1999_film)
9654,Wag_the_Dog
2054,"Kiss_Me,_Guido"
9173,Cape_Fear_(1991_film)
10421,Midnight_Run
9654,Wag_the_Dog
14201,Jackie_Brown_(film)
85,The_Pope_of_Greenwich_Village
6903,Once_Upon_a_Time_in_America
807,Backdraft_(film)
1032,Awakenings
933,Ronin_(film)
10617,The_Usual_Suspects
4020,Dead_Ringers_(film)
12873,Heat_(1995_film)
1490,The_Mission_(1986_film)
4783,Cop_Land
3364,The_Thin_Red_Line_(1998_film)
14676,Magnum_Force
5417,A_Bronx_Tale
10437,The_Godfather_Part_II
7131,Glengarry_Glen_Ross_(film)
3461,Mary_Shelley's_Frankenstein_(film)
5407,In_the_Line_of_Fire
4783,Cop_Land
933,Ronin_(film)
12873,Heat_(1995_film)
8127,The_Last_Temptation_of_Christ_(film)
6903,Once_Upon_a_Time_in_America
2867,The_Fan_(1996_film)
8503,Casino_(film)
5603,Angel_Heart
10421,Midnight_Run
2373,Dick_Tracy_(1990_film)
3032,Aladdin_(1992_Disney_film)
6588,The_Adventures_of_Rocky_and_Bullwinkle
407,Full_Metal_Jacket
9173,Cape_Fear_(1991_film)
3662,Flawless_(1999_film)
7041,Goodfellas
2867,The_Fan_(1996_film)
10079,A_Bug's_Life
9654,Wag_the_Dog
1490,The_Mission_(1986_film)
13728,Analyze_This
5603,Angel_Heart
8503,Casino_(film)
10437,The_Godfather_Part_II
12881,Great_Expectations_(1998_film)
2867,The_Fan_(1996_film)
3443,Tender_Mercies
3461,Mary_Shelley's_Frankenstein_(film)
807,Backdraft_(film)
371,The_Deer_Hunter
12434,The_Untouchables_(film)
4515,Any_Given_Sunday
5417,A_Bronx_Tale
3080,Good_Will_Hunting
13694,Titanic_(1997_film)
3360,The_Beach_(film)
13694,Titanic_(1997_film)
6990,Notting_Hill_(film)
14627,The_Man_in_the_Iron_Mask_(1998_film)
355,Batman_Forever
3732,What's_Eating_Gilbert_Grape
8080,Marvin's_Room_(film)
1013,Celebrity_(film)
13694,Titanic_(1997_film)
3732,What's_Eating_Gilbert_Grape
13691,Blood_Diamond_(film)
8821,Total_Eclipse_(film)
3360,The_Beach_(film)
1013,Celebrity_(film)
3360,The_Beach_(film)
3364,The_Thin_Red_Line_(1998_film)
13691,Blood_Diamond_(film)
8821,Total_Eclipse_(film)
14627,The_Man_in_the_Iron_Mask_(1998_film)
11030,Batman_&_Robin_(film)
10689,The_Quick_and_the_Dead_(1995_film)
1604,Caligula_(film)
13418,The_Basketball_Diaries_(film)
8821,Total_Eclipse_(film)
13418,The_Basketball_Diaries_(film)
13691,Blood_Diamond_(film)
12203,The_Maltese_Falcon_(1941_film)
11597,Three_Days_of_the_Condor
2505,The_NeverEnding_Story_(film)
10689,The_Quick_and_the_Dead_(1995_film)
8080,Marvin's_Room_(film)
9391,Poison_Ivy_(1992_film)
12215,The_Talented_Mr._Ripley_(film)
3732,What's_Eating_Gilbert_Grape
13418,The_Basketball_Diaries_(film)
2099,The_Insider_(film)
1013,Celebrity_(film)
8080,Marvin's_Room_(film)
10689,The_Quick_and_the_Dead_(1995_film)
11050,Boogie_Nights
8670,American_Psycho_(film)
14627,The_Man_in_the_Iron_Mask_(1998_film)
6991,Amistad_(film)
13271,Kiss_the_Girls_(film)
5744,Chain_Reaction_(film)
11147,The_Dark_Knight_(film)
6991,Amistad_(film)
3343,Moll_Flanders_(1996_film)
1098,Outbreak_(film)
11147,The_Dark_Knight_(film)
1767,Glory_(1989_film)
8552,Deep_Impact_(film)
5461,Nurse_Betty
254,Hurricane_Streets
2337,Hard_Rain_(film)
1767,Glory_(1989_film)
8552,Deep_Impact_(film)
7214,Robin_Hood:_Prince_of_Thieves
12819,The_Last_Detail
14491,The_Shawshank_Redemption
9264,Unforgiven
5229,Ben-Hur_(1959_film)
7214,Robin_Hood:_Prince_of_Thieves
2277,The_Pawnbroker_(film)
1767,Glory_(1989_film)
4876,Seven_(1995_film)
3343,Moll_Flanders_(1996_film)
2277,The_Pawnbroker_(film)
8638,Armageddon_(1998_film)
5744,Chain_Reaction_(film)
10473,The_Bonfire_of_the_Vanities_(film)
1098,Outbreak_(film)
2337,Hard_Rain_(film)
7214,Robin_Hood:_Prince_of_Thieves
8552,Deep_Impact_(film)
4876,Seven_(1995_film)
1431,Rocky_III
4876,Seven_(1995_film)
14491,The_Shawshank_Redemption
5461,Nurse_Betty
10473,The_Bonfire_of_the_Vanities_(film)
5461,Nurse_Betty
9264,Unforgiven
3343,Moll_Flanders_(1996_film)
7073,Harvey_(film)
9030,Almost_Heroes
5093,Ace_Ventura:_Pet_Detective
4818,Austin_Powers:_International_Man_of_Mystery
9922,Dumb_and_Dumber
10207,Man_on_the_Moon_(film)
11803,Jurassic_Park_(film)
9053,Simon_Birch
6774,Ace_Ventura:_When_Nature_Calls
10207,Man_on_the_Moon_(film)
9922,Dumb_and_Dumber
10207,Man_on_the_Moon_(film)
355,Batman_Forever
6188,The_Little_Mermaid_(1989_film)
5394,A_Christmas_Carol_(2009_film)
2574,Santa_Claus_Conquers_the_Martians
5933,The_Truman_Show
6774,Ace_Ventura:_When_Nature_Calls
10092,Edward_Scissorhands
5093,Ace_Ventura:_Pet_Detective
5093,Ace_Ventura:_Pet_Detective
713,Peggy_Sue_Got_Married
505,Tommy_Boy
5394,A_Christmas_Carol_(2009_film)
6774,Ace_Ventura:_When_Nature_Calls
355,Batman_Forever
5933,The_Truman_Show
9053,Simon_Birch
713,Peggy_Sue_Got_Married
14674,Ferris_Bueller's_Day_Off
4869,Cobb_(film)
5394,A_Christmas_Carol_(2009_film)
9922,Dumb_and_Dumber
6436,Shakes_the_Clown
6599,The_Wedding_Singer
880,Dirty_Work_(1998_film)
8776,Big_Daddy_(1999_film)
8428,Bulletproof_(1996_film)
11665,The_Waterboy
14240,Billy_Madison
12913,Very_Bad_Things
8535,Bicentennial_Man_(film)
8893,Happy_Gilmore
6599,The_Wedding_Singer
11665,The_Waterboy
11665,The_Waterboy
8776,Big_Daddy_(1999_film)
8893,Happy_Gilmore
6599,The_Wedding_Singer
5156,Airheads
8428,Bulletproof_(1996_film)
2047,Deuce_Bigalow:_Male_Gigolo
880,Dirty_Work_(1998_film)
8776,Big_Daddy_(1999_film)
8893,Happy_Gilmore
6436,Shakes_the_Clown
2047,Deuce_Bigalow:_Male_Gigolo
10453,I_Now_Pronounce_You_Chuck_and_Larry
8776,Big_Daddy_(1999_film)
7073,Harvey_(film)
7025,Coneheads_(film)
8428,Bulletproof_(1996_film)
7025,Coneheads_(film)
14240,Billy_Madison
8776,Big_Daddy_(1999_film)
2817,Jakob_the_Liar
5156,Airheads
14240,Billy_Madison
7155,Beloved_(film)
